IncidentID,Hour,Weather,RoadType,TrafficDensity,VisibilityKm,AverageSpeed,VehicleCount,Weekend,RoadCondition,Incident
TRF-02251,18,Rain,Urban,76,4.4,57,91,No,Good,No Incident
TRF-02252,2,Fog,Residential,69,3.6,90,357,Yes,Fair,Incident
TRF-02253,10,Rain,Highway,47,7.4,38,743,No,Good,No Incident
TRF-02254,11,Fog,Urban,31,4.0,80,117,No,Fair,Incident
TRF-02255,13,Fog,Urban,56,14.6,44,680,No,Good,No Incident
TRF-02256,22,Clear,Highway,10,7.1,65,200,Yes,Poor,No Incident
TRF-02257,15,Clear,Residential,41,3.3,55,994,No,Poor,Incident
TRF-02258,15,Clear,Urban,87,12.2,93,836,No,Good,Incident
TRF-02259,19,Clear,Highway,54,14.3,70,785,No,Fair,No Incident
TRF-02260,11,Clear,Urban,31,13.1,30,573,Yes,Good,No Incident
TRF-02261,17,Storm,Industrial,33,5.1,41,386,Yes,Fair,No Incident
TRF-02262,20,Fog,Highway,52,11.1,38,921,No,Fair,No Incident
TRF-02263,0,Fog,Urban,77,6.5,49,640,Yes,Good,No Incident
TRF-02264,22,Clear,Highway,39,12.1,24,576,No,Fair,No Incident
TRF-02265,20,Clear,Highway,96,5.1,86,253,No,Fair,Incident
TRF-02266,13,Clear,Residential,99,8.6,73,317,No,Good,No Incident
TRF-02267,15,Clear,Residential,56,4.4,38,344,No,Fair,No Incident
TRF-02268,19,Fog,Urban,75,2.4,52,233,No,Poor,Incident
TRF-02269,14,Rain,Industrial,11,6.2,44,261,No,Good,No Incident
TRF-02270,23,Rain,Residential,20,1.5,37,976,No,Fair,Incident
TRF-02271,15,Fog,Highway,10,14.5,20,553,Yes,Good,No Incident
TRF-02272,0,Clear,Urban,7,10.7,87,927,No,Good,No Incident
TRF-02273,6,Fog,Residential,26,2.3,51,700,No,Fair,No Incident
TRF-02274,14,Storm,Urban,58,13.5,53,277,No,Good,No Incident
TRF-02275,15,Clear,Industrial,20,13.4,68,234,No,Good,No Incident
TRF-02276,16,Rain,Industrial,64,2.7,36,190,No,Good,No Incident
TRF-02277,17,Rain,Urban,2,12.6,61,916,Yes,Good,No Incident
TRF-02278,13,Clear,Urban,75,2.3,66,736,No,Good,No Incident
TRF-02279,2,Clear,Residential,50,11.6,95,403,No,Good,No Incident
TRF-02280,7,Clear,Urban,60,2.3,40,790,No,Good,Incident
TRF-02281,13,Storm,Highway,61,2.0,99,408,Yes,Poor,Incident
TRF-02282,6,Clear,Urban,63,9.7,35,812,Yes,Good,No Incident
TRF-02283,11,Clear,Residential,38,10.6,79,848,Yes,Good,Incident
TRF-02284,21,Clear,Residential,78,7.4,76,525,No,Good,Incident
TRF-02285,6,Fog,Urban,50,4.9,53,211,No,Good,No Incident
TRF-02286,21,Clear,Highway,11,5.3,100,381,No,Good,No Incident
TRF-02287,23,Clear,Residential,31,14.1,58,843,Yes,Good,No Incident
TRF-02288,3,Clear,Urban,5,8.2,53,157,Yes,Fair,No Incident
TRF-02289,21,Clear,Highway,17,11.9,70,591,Yes,Good,No Incident
TRF-02290,17,Rain,Residential,95,14.1,32,493,Yes,Fair,Incident
TRF-02291,9,Clear,Residential,56,5.2,29,879,Yes,Fair,No Incident
TRF-02292,16,Clear,Highway,76,1.9,20,158,No,Good,No Incident
TRF-02293,2,Clear,Residential,73,8.0,40,899,No,Good,No Incident
TRF-02294,11,Clear,Residential,13,1.0,81,221,No,Poor,Incident
TRF-02295,8,Rain,Urban,66,10.4,29,826,No,Fair,No Incident
TRF-02296,9,Rain,Highway,72,6.0,100,322,No,Fair,No Incident
TRF-02297,19,Clear,Highway,43,2.7,74,934,No,Good,No Incident
TRF-02298,7,Rain,Urban,19,2.2,48,508,No,Good,No Incident
TRF-02299,13,Rain,Urban,2,14.4,80,263,No,Good,No Incident
TRF-02300,17,Clear,Highway,3,13.2,35,935,No,Fair,No Incident
TRF-02301,18,Rain,Urban,39,1.7,61,64,Yes,Good,Incident
TRF-02302,10,Clear,Urban,47,2.8,26,628,Yes,Fair,Incident
TRF-02303,18,Rain,Residential,32,4.4,71,592,No,Fair,Incident
TRF-02304,16,Rain,Residential,29,5.9,52,215,No,Fair,No Incident
TRF-02305,4,Rain,Residential,59,15.0,41,688,No,Fair,No Incident
TRF-02306,16,Clear,Highway,95,4.5,50,759,No,Fair,Incident
TRF-02307,8,Fog,Highway,94,1.2,95,403,No,Good,Incident
TRF-02308,23,Clear,Urban,2,4.7,60,674,No,Poor,No Incident
TRF-02309,19,Clear,Urban,21,13.3,55,496,No,Fair,No Incident
TRF-02310,16,Fog,Urban,39,9.6,41,975,No,Fair,No Incident
TRF-02311,16,Clear,Urban,25,10.4,58,934,No,Fair,Incident
TRF-02312,1,Fog,Urban,9,10.4,76,392,No,Poor,Incident
TRF-02313,19,Clear,Urban,66,4.9,39,840,No,Good,No Incident
TRF-02314,5,Storm,Highway,24,11.6,35,542,Yes,Good,Incident
TRF-02315,18,Clear,Urban,61,4.0,21,587,No,Good,No Incident
TRF-02316,14,Fog,Highway,4,12.0,73,111,Yes,Good,No Incident
TRF-02317,23,Clear,Residential,35,8.2,67,341,No,Fair,No Incident
TRF-02318,0,Clear,Highway,12,4.2,26,765,No,Fair,No Incident
TRF-02319,15,Rain,Urban,58,7.8,100,711,No,Fair,Incident
TRF-02320,10,Clear,Urban,91,9.4,23,429,No,Good,No Incident
TRF-02321,13,Clear,Highway,66,5.5,61,916,No,Good,No Incident
TRF-02322,7,Clear,Urban,29,10.5,22,967,No,Good,No Incident
TRF-02323,16,Clear,Residential,23,3.7,32,351,No,Fair,Incident
TRF-02324,4,Clear,Urban,91,12.4,54,468,Yes,Good,No Incident
TRF-02325,3,Clear,Urban,70,4.7,93,219,No,Good,No Incident
TRF-02326,1,Rain,Residential,31,10.3,51,187,Yes,Good,No Incident
TRF-02327,2,Rain,Urban,75,8.5,55,103,No,Good,No Incident
TRF-02328,0,Rain,Highway,51,14.0,80,252,No,Good,No Incident
TRF-02329,8,Clear,Urban,1,13.1,98,950,No,Good,Incident
TRF-02330,4,Clear,Industrial,30,12.4,27,79,Yes,Good,No Incident
TRF-02331,16,Rain,Urban,74,6.0,41,487,No,Poor,Incident
TRF-02332,22,Rain,Highway,92,3.4,93,723,Yes,Good,Incident
TRF-02333,23,Rain,Residential,50,13.8,89,106,No,Fair,No Incident
TRF-02334,7,Clear,Urban,99,5.8,60,677,Yes,Good,No Incident
TRF-02335,21,Rain,Highway,100,12.1,21,707,No,Poor,Incident
TRF-02336,22,Clear,Urban,10,8.5,74,871,Yes,Good,No Incident
TRF-02337,14,Clear,Residential,58,10.7,27,690,No,Good,No Incident
TRF-02338,2,Clear,Residential,89,10.6,27,330,Yes,Fair,No Incident
TRF-02339,1,Clear,Urban,21,5.9,51,55,No,Fair,Incident
TRF-02340,14,Clear,Industrial,41,13.8,72,185,No,Good,No Incident
TRF-02341,14,Clear,Urban,56,7.9,56,409,No,Good,No Incident
TRF-02342,12,Clear,Residential,25,7.8,50,776,Yes,Fair,No Incident
TRF-02343,14,Rain,Residential,15,14.4,55,386,No,Good,No Incident
TRF-02344,15,Clear,Industrial,54,13.5,60,337,Yes,Fair,No Incident
TRF-02345,8,Clear,Residential,83,7.4,92,690,Yes,Fair,No Incident
TRF-02346,20,Fog,Industrial,24,5.6,56,600,No,Good,No Incident
TRF-02347,17,Clear,Highway,64,8.4,88,933,No,Fair,Incident
TRF-02348,9,Clear,Urban,12,4.4,93,983,Yes,Fair,Incident
TRF-02349,17,Rain,Urban,96,14.1,78,266,Yes,Fair,Incident
TRF-02350,15,Clear,Residential,11,13.8,39,634,No,Good,No Incident
TRF-02351,7,Rain,Urban,57,10.5,86,831,Yes,Poor,Incident
TRF-02352,5,Clear,Residential,12,7.6,83,506,Yes,Fair,No Incident
TRF-02353,7,Storm,Highway,63,12.5,89,921,No,Poor,Incident
TRF-02354,18,Storm,Urban,16,7.6,32,56,Yes,Fair,Incident
TRF-02355,3,Clear,Highway,46,12.3,60,961,No,Fair,No Incident
TRF-02356,12,Clear,Urban,71,12.2,29,453,No,Fair,No Incident
TRF-02357,23,Rain,Industrial,16,3.4,41,521,No,Poor,Incident
TRF-02358,1,Rain,Urban,5,3.9,20,878,No,Poor,Incident
TRF-02359,13,Storm,Urban,37,13.1,73,863,No,Fair,No Incident
TRF-02360,7,Fog,Industrial,68,2.7,51,453,Yes,Good,Incident
TRF-02361,20,Fog,Residential,76,3.1,79,334,Yes,Fair,Incident
TRF-02362,3,Clear,Highway,9,7.3,29,203,No,Good,No Incident
TRF-02363,14,Clear,Urban,90,7.3,86,749,No,Fair,Incident
TRF-02364,17,Clear,Residential,31,1.9,93,161,No,Good,Incident
TRF-02365,3,Fog,Highway,81,11.5,31,698,No,Poor,Incident
TRF-02366,9,Clear,Highway,42,2.9,93,805,Yes,Fair,Incident
TRF-02367,3,Rain,Residential,57,8.6,95,852,Yes,Poor,Incident
TRF-02368,12,Clear,Industrial,91,4.7,78,141,Yes,Fair,Incident
TRF-02369,0,Fog,Urban,30,11.4,25,95,No,Fair,Incident
TRF-02370,14,Clear,Highway,22,7.1,54,237,No,Fair,No Incident
TRF-02371,7,Clear,Highway,2,8.3,93,573,No,Good,No Incident
TRF-02372,8,Clear,Residential,93,14.9,40,388,No,Fair,No Incident
TRF-02373,18,Clear,Urban,56,11.2,38,427,Yes,Fair,No Incident
TRF-02374,23,Rain,Highway,85,8.6,95,178,No,Poor,Incident
TRF-02375,11,Clear,Highway,52,6.5,33,318,No,Fair,No Incident
TRF-02376,18,Rain,Urban,47,11.8,34,578,Yes,Good,No Incident
TRF-02377,9,Rain,Industrial,73,12.3,51,359,No,Good,No Incident
TRF-02378,15,Clear,Residential,49,8.8,96,927,No,Good,No Incident
TRF-02379,9,Clear,Urban,36,11.9,99,137,No,Fair,Incident
TRF-02380,3,Rain,Residential,30,8.1,93,349,No,Good,No Incident
TRF-02381,20,Clear,Industrial,58,3.3,34,776,No,Good,No Incident
TRF-02382,8,Clear,Urban,27,8.8,59,708,No,Poor,No Incident
TRF-02383,8,Rain,Urban,93,8.0,65,766,No,Fair,Incident
TRF-02384,9,Fog,Highway,8,13.5,99,515,No,Poor,Incident
TRF-02385,19,Rain,Highway,30,4.7,45,168,Yes,Poor,No Incident
TRF-02386,16,Rain,Highway,4,13.9,72,538,Yes,Good,No Incident
TRF-02387,4,Clear,Urban,32,13.2,88,894,No,Poor,No Incident
TRF-02388,1,Fog,Residential,36,8.9,22,189,No,Fair,No Incident
TRF-02389,14,Storm,Urban,24,4.8,97,535,No,Good,Incident
TRF-02390,3,Clear,Urban,85,4.4,40,526,No,Good,No Incident
TRF-02391,3,Rain,Residential,28,13.0,51,598,No,Good,No Incident
TRF-02392,19,Clear,Residential,21,5.2,73,616,No,Good,No Incident
TRF-02393,17,Rain,Industrial,30,13.3,83,813,Yes,Good,Incident
TRF-02394,9,Rain,Urban,76,6.6,75,119,No,Good,Incident
TRF-02395,17,Rain,Urban,59,8.9,94,587,No,Poor,Incident
TRF-02396,7,Storm,Highway,5,8.7,65,163,No,Fair,Incident
TRF-02397,11,Fog,Residential,54,11.9,96,760,No,Poor,Incident
TRF-02398,2,Clear,Industrial,56,11.3,43,847,No,Good,No Incident
TRF-02399,19,Clear,Highway,11,10.4,55,422,Yes,Fair,No Incident
TRF-02400,2,Rain,Highway,61,4.4,88,897,Yes,Good,No Incident
TRF-02401,22,Clear,Urban,55,5.2,82,481,No,Fair,Incident
TRF-02402,10,Fog,Residential,66,2.3,27,683,Yes,Fair,No Incident
TRF-02403,7,Storm,Industrial,84,14.7,52,260,No,Poor,Incident
TRF-02404,11,Clear,Residential,38,11.8,23,408,Yes,Fair,No Incident
TRF-02405,14,Clear,Highway,8,11.4,74,517,Yes,Good,No Incident
TRF-02406,23,Storm,Urban,63,9.1,92,479,No,Poor,Incident
TRF-02407,22,Clear,Highway,61,14.4,98,802,No,Fair,Incident
TRF-02408,15,Clear,Industrial,26,1.5,98,997,No,Good,Incident
TRF-02409,23,Clear,Urban,48,6.9,50,745,No,Good,No Incident
TRF-02410,5,Fog,Highway,72,14.5,64,354,Yes,Good,No Incident
TRF-02411,0,Clear,Residential,50,10.7,31,439,No,Good,No Incident
TRF-02412,16,Rain,Urban,57,4.3,49,662,Yes,Fair,No Incident
TRF-02413,22,Clear,Residential,59,5.6,46,984,Yes,Good,No Incident
TRF-02414,0,Clear,Residential,43,11.2,27,101,No,Good,No Incident
TRF-02415,21,Rain,Highway,65,8.0,80,267,No,Good,No Incident
TRF-02416,17,Rain,Urban,50,14.0,42,982,Yes,Good,No Incident
TRF-02417,17,Clear,Urban,84,4.0,89,329,No,Good,No Incident
TRF-02418,7,Clear,Highway,92,4.5,83,953,No,Good,Incident
TRF-02419,19,Clear,Highway,16,13.1,78,151,No,Fair,No Incident
TRF-02420,16,Clear,Residential,33,2.7,72,975,No,Fair,No Incident
TRF-02421,19,Rain,Industrial,92,6.3,36,297,Yes,Poor,Incident
TRF-02422,22,Rain,Industrial,34,3.0,97,782,No,Good,Incident
TRF-02423,12,Clear,Residential,65,13.4,75,213,No,Good,No Incident
TRF-02424,23,Rain,Urban,33,4.1,74,708,No,Good,No Incident
TRF-02425,8,Clear,Highway,13,8.1,31,120,No,Fair,Incident
TRF-02426,13,Clear,Urban,4,4.9,29,919,No,Fair,No Incident
TRF-02427,22,Clear,Urban,66,5.8,21,202,Yes,Good,No Incident
TRF-02428,1,Clear,Residential,7,8.1,25,510,No,Fair,No Incident
TRF-02429,6,Clear,Urban,72,1.5,36,82,No,Good,No Incident
TRF-02430,1,Clear,Highway,3,8.1,100,734,No,Good,No Incident
TRF-02431,16,Clear,Urban,60,1.4,76,344,Yes,Fair,Incident
TRF-02432,6,Storm,Highway,64,4.4,84,744,No,Poor,Incident
TRF-02433,3,Fog,Highway,81,14.3,53,292,Yes,Good,No Incident
TRF-02434,2,Rain,Urban,29,12.3,38,298,No,Poor,No Incident
TRF-02435,17,Clear,Industrial,14,11.5,85,971,No,Good,Incident
TRF-02436,6,Clear,Highway,44,5.5,72,506,No,Fair,No Incident
TRF-02437,22,Rain,Industrial,58,7.6,41,164,No,Fair,No Incident
TRF-02438,21,Clear,Residential,88,5.4,23,493,No,Fair,No Incident
TRF-02439,8,Clear,Industrial,7,11.9,42,852,No,Fair,No Incident
TRF-02440,7,Clear,Residential,41,8.5,98,87,Yes,Good,No Incident
TRF-02441,21,Clear,Urban,22,2.3,82,779,No,Good,Incident
TRF-02442,7,Clear,Residential,81,2.5,29,999,No,Good,Incident
TRF-02443,13,Fog,Industrial,59,10.7,22,841,Yes,Fair,No Incident
TRF-02444,19,Clear,Residential,47,3.2,40,676,No,Fair,No Incident
TRF-02445,20,Rain,Highway,88,7.0,85,501,No,Fair,Incident
TRF-02446,18,Rain,Urban,42,13.7,55,704,No,Fair,Incident
TRF-02447,14,Rain,Industrial,21,10.0,24,683,No,Good,No Incident
TRF-02448,7,Clear,Urban,29,7.6,79,775,No,Good,No Incident
TRF-02449,5,Clear,Highway,82,3.5,78,665,No,Good,No Incident
TRF-02450,12,Rain,Urban,83,12.2,100,430,Yes,Good,Incident
TRF-02451,23,Clear,Highway,41,2.6,96,192,Yes,Good,No Incident
TRF-02452,13,Clear,Urban,38,5.2,39,107,No,Fair,Incident
TRF-02453,9,Rain,Highway,64,7.0,60,432,Yes,Good,No Incident
TRF-02454,17,Storm,Urban,72,11.3,39,712,No,Fair,Incident
TRF-02455,3,Rain,Urban,17,1.7,63,821,No,Good,No Incident
TRF-02456,3,Clear,Urban,9,2.2,61,311,No,Good,Incident
TRF-02457,8,Fog,Residential,47,13.4,47,983,No,Good,No Incident
TRF-02458,18,Fog,Highway,21,8.5,71,203,Yes,Good,No Incident
TRF-02459,20,Clear,Urban,30,11.4,99,86,No,Good,No Incident
TRF-02460,2,Clear,Highway,94,7.8,77,128,Yes,Good,Incident
TRF-02461,3,Clear,Industrial,47,4.7,76,861,No,Fair,No Incident
TRF-02462,14,Rain,Highway,100,3.0,96,404,No,Fair,Incident
TRF-02463,17,Clear,Industrial,30,2.4,43,934,No,Good,Incident
TRF-02464,22,Clear,Highway,45,3.8,54,642,No,Good,No Incident
TRF-02465,9,Rain,Urban,66,7.1,33,743,No,Poor,Incident
TRF-02466,4,Rain,Residential,92,6.7,47,804,No,Good,Incident
TRF-02467,6,Storm,Highway,76,4.7,78,159,No,Good,Incident
TRF-02468,18,Clear,Highway,59,14.7,31,422,No,Fair,No Incident
TRF-02469,15,Rain,Residential,85,12.0,67,278,No,Good,No Incident
TRF-02470,9,Rain,Highway,92,10.5,38,95,Yes,Good,Incident
TRF-02471,13,Clear,Highway,25,3.0,50,651,No,Good,No Incident
TRF-02472,5,Rain,Residential,83,13.9,30,834,No,Good,No Incident
TRF-02473,13,Rain,Highway,57,9.5,75,925,Yes,Good,No Incident
TRF-02474,12,Storm,Urban,98,8.5,30,151,No,Good,Incident
TRF-02475,3,Clear,Highway,50,12.8,64,702,Yes,Good,No Incident
TRF-02476,4,Clear,Urban,54,9.6,76,880,No,Good,No Incident
TRF-02477,19,Clear,Residential,11,2.3,67,926,No,Fair,Incident
TRF-02478,10,Clear,Urban,95,10.7,26,159,No,Good,No Incident
TRF-02479,3,Rain,Urban,25,6.9,38,696,No,Fair,No Incident
TRF-02480,14,Clear,Urban,33,5.4,83,384,Yes,Good,No Incident
TRF-02481,11,Clear,Urban,76,12.2,79,888,No,Poor,Incident
TRF-02482,18,Rain,Urban,85,10.2,96,101,Yes,Fair,Incident
TRF-02483,3,Clear,Industrial,60,13.3,61,912,No,Good,No Incident
TRF-02484,19,Rain,Residential,58,1.4,46,870,Yes,Fair,Incident
TRF-02485,21,Clear,Residential,5,6.2,24,949,No,Good,No Incident
TRF-02486,21,Clear,Residential,86,3.2,71,976,Yes,Good,Incident
TRF-02487,3,Clear,Highway,39,4.8,74,513,Yes,Poor,No Incident
TRF-02488,11,Fog,Residential,68,10.8,21,339,No,Fair,No Incident
TRF-02489,8,Clear,Urban,82,2.8,24,664,No,Good,Incident
TRF-02490,21,Clear,Industrial,30,8.1,95,417,No,Fair,Incident
TRF-02491,21,Clear,Highway,60,14.5,70,802,No,Fair,No Incident
TRF-02492,21,Clear,Industrial,74,12.2,40,297,No,Good,No Incident
TRF-02493,20,Clear,Highway,52,4.4,66,343,Yes,Good,No Incident
TRF-02494,11,Rain,Residential,45,14.5,60,637,No,Good,No Incident
TRF-02495,0,Clear,Industrial,14,5.6,27,638,No,Good,No Incident
TRF-02496,2,Rain,Urban,1,1.7,69,85,Yes,Good,No Incident
TRF-02497,5,Clear,Residential,91,4.0,35,629,Yes,Fair,No Incident
TRF-02498,8,Rain,Highway,96,4.5,66,278,No,Fair,Incident
TRF-02499,12,Clear,Urban,85,5.9,30,195,No,Poor,No Incident
TRF-02500,17,Clear,Urban,97,6.8,27,484,Yes,Good,Incident
TRF-02501,5,Fog,Industrial,41,12.1,56,703,No,Good,Incident
TRF-02502,13,Clear,Urban,4,8.0,42,682,No,Good,No Incident
TRF-02503,11,Storm,Highway,44,1.6,64,738,Yes,Fair,Incident
TRF-02504,4,Clear,Urban,4,6.8,89,418,Yes,Good,No Incident
TRF-02505,5,Rain,Highway,58,8.1,100,332,No,Fair,Incident
TRF-02506,20,Storm,Residential,14,4.4,89,533,No,Fair,Incident
TRF-02507,11,Clear,Urban,80,6.8,39,333,No,Good,No Incident
TRF-02508,15,Rain,Residential,66,3.7,79,602,Yes,Fair,Incident
TRF-02509,8,Rain,Urban,60,9.4,95,696,No,Fair,Incident
TRF-02510,3,Clear,Urban,36,3.9,81,521,Yes,Good,No Incident
TRF-02511,6,Rain,Industrial,65,5.1,67,980,No,Good,No Incident
TRF-02512,19,Fog,Urban,47,3.7,91,325,No,Fair,Incident
TRF-02513,21,Fog,Highway,91,12.6,77,933,No,Good,Incident
TRF-02514,12,Rain,Highway,12,2.7,20,764,Yes,Fair,Incident
TRF-02515,15,Clear,Residential,78,13.8,83,864,No,Good,Incident
TRF-02516,8,Clear,Highway,31,5.9,90,975,Yes,Fair,No Incident
TRF-02517,21,Clear,Highway,31,6.1,82,443,Yes,Fair,Incident
TRF-02518,12,Rain,Highway,98,12.8,41,251,No,Fair,No Incident
TRF-02519,15,Clear,Industrial,93,10.2,67,90,Yes,Fair,No Incident
TRF-02520,12,Rain,Urban,45,2.6,95,235,Yes,Poor,Incident
TRF-02521,13,Clear,Highway,79,2.9,65,399,Yes,Good,Incident
TRF-02522,23,Rain,Highway,76,1.1,78,450,No,Fair,Incident
TRF-02523,12,Rain,Residential,94,11.1,27,377,Yes,Good,Incident
TRF-02524,16,Fog,Urban,62,6.6,86,584,No,Fair,No Incident
TRF-02525,10,Storm,Urban,74,11.5,51,206,No,Fair,Incident
TRF-02526,6,Clear,Highway,95,9.8,32,120,No,Good,Incident
TRF-02527,3,Fog,Highway,3,4.4,46,159,No,Fair,No Incident
TRF-02528,10,Storm,Urban,10,6.8,84,329,No,Good,Incident
TRF-02529,13,Clear,Industrial,14,13.5,74,961,No,Good,No Incident
TRF-02530,2,Clear,Highway,7,4.6,34,272,No,Good,No Incident
TRF-02531,22,Clear,Urban,39,6.6,44,218,No,Fair,No Incident
TRF-02532,8,Clear,Urban,80,5.0,24,607,No,Fair,No Incident
TRF-02533,22,Rain,Urban,85,13.5,34,85,Yes,Good,No Incident
TRF-02534,19,Clear,Urban,19,1.6,48,953,No,Good,No Incident
TRF-02535,2,Clear,Urban,58,3.5,80,643,No,Good,Incident
TRF-02536,9,Clear,Residential,15,5.5,34,192,Yes,Fair,No Incident
TRF-02537,3,Clear,Residential,97,8.6,97,493,No,Good,No Incident
TRF-02538,19,Rain,Residential,48,10.9,26,491,No,Fair,No Incident
TRF-02539,8,Clear,Industrial,72,1.3,55,411,No,Good,No Incident
TRF-02540,7,Clear,Highway,51,1.9,79,756,No,Good,Incident
TRF-02541,18,Clear,Highway,86,7.5,40,451,No,Good,No Incident
TRF-02542,14,Clear,Highway,29,3.8,30,603,Yes,Poor,No Incident
TRF-02543,0,Rain,Highway,54,10.4,51,973,No,Good,No Incident
TRF-02544,1,Clear,Residential,67,6.3,82,428,No,Good,No Incident
TRF-02545,0,Clear,Industrial,87,12.9,43,209,No,Good,No Incident
TRF-02546,3,Clear,Urban,80,4.6,41,793,Yes,Fair,No Incident
TRF-02547,10,Rain,Industrial,40,8.2,43,773,No,Poor,No Incident
TRF-02548,9,Fog,Residential,5,9.2,73,260,No,Good,No Incident
TRF-02549,8,Clear,Highway,87,14.4,65,615,No,Fair,Incident
TRF-02550,22,Rain,Highway,82,7.0,41,201,Yes,Fair,No Incident
TRF-02551,13,Clear,Highway,39,10.8,93,477,Yes,Good,No Incident
TRF-02552,17,Clear,Residential,84,13.1,92,989,Yes,Fair,Incident
TRF-02553,4,Clear,Urban,56,3.2,69,896,No,Fair,No Incident
TRF-02554,5,Rain,Urban,69,8.7,43,848,No,Good,No Incident
TRF-02555,6,Fog,Highway,49,10.9,31,736,No,Good,No Incident
TRF-02556,7,Clear,Urban,70,14.1,31,998,Yes,Good,No Incident
TRF-02557,17,Clear,Urban,72,9.9,64,491,No,Good,No Incident
TRF-02558,1,Clear,Highway,19,10.5,80,932,No,Good,No Incident
TRF-02559,1,Clear,Urban,21,9.6,60,672,Yes,Poor,No Incident
TRF-02560,15,Fog,Residential,97,2.0,60,478,No,Fair,Incident
TRF-02561,3,Rain,Industrial,70,2.6,86,847,No,Good,No Incident
TRF-02562,22,Rain,Highway,98,11.4,92,839,Yes,Fair,Incident
TRF-02563,0,Rain,Urban,92,7.4,43,926,Yes,Good,No Incident
TRF-02564,15,Rain,Urban,42,14.2,67,840,No,Good,No Incident
TRF-02565,9,Rain,Residential,3,8.7,78,243,No,Fair,No Incident
TRF-02566,18,Storm,Highway,55,2.7,50,881,No,Fair,Incident
TRF-02567,21,Fog,Urban,24,1.1,34,441,No,Good,No Incident
TRF-02568,9,Rain,Urban,80,11.7,21,930,Yes,Fair,Incident
TRF-02569,14,Rain,Highway,79,14.6,59,663,No,Fair,Incident
TRF-02570,18,Clear,Industrial,79,12.2,59,615,No,Poor,Incident
TRF-02571,11,Storm,Urban,27,1.7,84,767,Yes,Good,Incident
TRF-02572,11,Clear,Urban,69,14.9,90,586,No,Good,No Incident
TRF-02573,9,Rain,Urban,62,5.5,44,881,Yes,Good,No Incident
TRF-02574,17,Fog,Highway,26,9.6,82,526,No,Good,Incident
TRF-02575,23,Clear,Urban,46,12.7,35,230,No,Fair,No Incident
TRF-02576,6,Clear,Residential,2,13.3,78,482,Yes,Fair,No Incident
TRF-02577,6,Clear,Residential,68,9.8,81,427,No,Fair,No Incident
TRF-02578,16,Fog,Urban,90,14.8,64,439,No,Fair,No Incident
TRF-02579,8,Clear,Urban,10,10.1,92,329,Yes,Good,No Incident
TRF-02580,5,Clear,Residential,28,13.9,63,921,No,Poor,No Incident
TRF-02581,1,Clear,Residential,12,2.6,86,879,No,Poor,Incident
TRF-02582,8,Storm,Residential,23,14.9,41,224,No,Good,Incident
TRF-02583,12,Rain,Highway,55,7.9,21,850,No,Poor,No Incident
TRF-02584,6,Rain,Residential,48,6.3,50,837,Yes,Good,No Incident
TRF-02585,17,Rain,Highway,52,14.0,76,874,Yes,Good,No Incident
TRF-02586,10,Rain,Urban,47,7.8,62,446,No,Good,Incident
TRF-02587,7,Fog,Highway,61,2.5,63,609,No,Fair,Incident
TRF-02588,5,Clear,Urban,78,11.2,77,946,No,Poor,Incident
TRF-02589,9,Storm,Urban,86,2.6,54,241,No,Good,Incident
TRF-02590,14,Clear,Urban,20,13.5,55,787,No,Good,No Incident
TRF-02591,14,Clear,Highway,84,14.9,59,193,No,Fair,No Incident
TRF-02592,15,Fog,Urban,82,10.2,64,976,No,Fair,Incident
TRF-02593,9,Clear,Residential,80,14.6,74,389,Yes,Fair,No Incident
TRF-02594,5,Clear,Highway,81,13.9,68,373,No,Fair,No Incident
TRF-02595,23,Clear,Residential,37,7.1,27,570,No,Fair,No Incident
TRF-02596,18,Fog,Urban,26,2.9,96,240,No,Poor,Incident
TRF-02597,21,Fog,Highway,38,14.6,46,395,No,Good,No Incident
TRF-02598,15,Rain,Urban,52,3.4,38,567,Yes,Good,Incident
TRF-02599,19,Fog,Highway,90,14.9,34,703,No,Fair,Incident
TRF-02600,22,Fog,Residential,90,8.0,63,389,Yes,Poor,Incident
TRF-02601,7,Clear,Highway,7,7.3,30,553,Yes,Good,No Incident
TRF-02602,20,Rain,Urban,48,9.1,95,132,No,Good,No Incident
TRF-02603,13,Rain,Urban,62,10.1,57,466,Yes,Good,No Incident
TRF-02604,22,Fog,Residential,32,2.6,47,529,No,Good,No Incident
TRF-02605,22,Rain,Highway,79,1.2,44,964,No,Good,Incident
TRF-02606,22,Clear,Industrial,50,6.0,50,927,No,Good,No Incident
TRF-02607,22,Rain,Highway,97,11.7,42,77,No,Good,No Incident
TRF-02608,21,Rain,Urban,85,10.1,52,889,No,Good,Incident
TRF-02609,16,Clear,Urban,16,13.0,88,838,No,Poor,Incident
TRF-02610,23,Clear,Urban,20,13.2,63,87,No,Poor,No Incident
TRF-02611,21,Clear,Residential,9,7.7,100,496,No,Good,No Incident
TRF-02612,22,Fog,Highway,60,6.1,84,382,No,Fair,No Incident
TRF-02613,12,Clear,Highway,70,14.1,34,965,Yes,Good,No Incident
TRF-02614,8,Clear,Industrial,79,3.5,85,812,No,Good,Incident
TRF-02615,4,Rain,Highway,53,4.2,27,627,Yes,Good,No Incident
TRF-02616,3,Rain,Residential,72,12.8,31,102,Yes,Poor,No Incident
TRF-02617,16,Clear,Urban,60,9.1,91,411,No,Good,No Incident
TRF-02618,22,Clear,Residential,2,3.8,92,500,Yes,Poor,Incident
